"id","provider_name","street_address","city","county","state","zipcode","phone_number","service_type"
"471","RANDOM ACT OF KINDNESS DEVELOPMENTAL AGENCY, INC","11346 SOUTH PARNELL","CHICAGO","Cook","IL","60628","773-701 6681","Community Integrated Living Arrangement Services"
"472","ALPHA TO OMEGA LIVING, LLC","1885 169TH PL","SOUTH HOLLAND","Cook","IL","60473","773-457-5983","Community Integrated Living Arrangement Services"
"473","The Esther Services Project of So IL, Inc","103 East Street","Xenia","Clay","IL","62899","618-572-8234","Community Integrated Living Arrangement Services"
"474","ALVIN EADES CENTER INC","905 West Superior Ave","JACKSONVILLE","Morgan","IL","62650","217-245 9898","Community Integrated Living Arrangement Services"
"475","ABEQUA HOME HEALTH CARE AGENCY","2720 South River Road, Suite 142","DES PLAINES","Cook","IL","60018","630-696-2868","Community Integrated Living Arrangement Services"
"476","LEEDA SERVICES OF ILLINOIS INC","7344 N. Western Avenue","CHICAGO","Cook","IL","60645","773-274 9760","Community Integrated Living Arrangement Services"
"477","AMMA CARE, LLC","1061 Victoria Ln","Glendale Heights","DuPage","IL","60139","630-519- 1281","Community Integrated Living Arrangement Services"
"478","ACCESS COMMUNITY EXPERIENCE, INC","4530 S Woodlawn Ave Unit 104","CHICAGO","Cook","IL","60653","708-271 3463","Community Integrated Living Arrangement Services"
"479","CEREBRAL PALSY OF SOUTHWESTERN ILLINOIS","10200 Old Lincoln Trail","Fairview Heights","St Clair","IL","62208","618-233 0210","Community Integrated Living Arrangement Services"
"480","FRANCIS HOUSE","285 S FARNHAM STREET","GALESBRUG","Knox","IL","61401","309-343-1550","Community Integrated Living Arrangement Services"
"481","CILA CORPORATION","832-C W NORTH AVE P.O. BOX 160","FLORA","Clay","IL","62839","618-662 8494","Community Integrated Living Arrangement Services"
"482","HELP AT HOME LLC","1 N STATE STREET, SUITE 800","CHICAGO","Cook","IL","60602","219-322 2730","Community Integrated Living Arrangement Services"
"483","JCFS CHICAGO","6639 N Kedzie","CHICAGO","Cook","IL","60645","312-545-2924","Community Integrated Living Arrangement Services"
"484","ACHIEVEMENT UNLIMITED INC","285 S Farnham St","GALESBURG","Knox","IL","61401","309-343-1550","Community Integrated Living Arrangement Services"
"485","VISTA CARE ILLINOIS, LLC","708 Erie Ave Ste 201","Sheboygan","","WI","53081","920-457-0826","Community Integrated Living Arrangement Services"
"486","AVANCER HOMES, LLC","350 SYCAMORE ROAD","GENOA","DeKalb","IL","60135","815-784-5146","Community Integrated Living Arrangement Services"
"487","INFINICARE LLC","1939 WAUKEGAN RD STE 300","GLENVIEW","Cook","IL","60025","(847) 630-6787","Community Integrated Living Arrangement Services"
"488","GENESIS CILA HOMES INC","441 S DANTE AVE","GLENWOOD","Cook","IL","60425","708-915 0920","Community Integrated Living Arrangement Services"
"489","BEVERLYFARM LIVING OPTIONS INC","6301 Humbert Road","GODFREY","Madison","IL","62035","618-466 0367","Community Integrated Living Arrangement Services"
"490","HARMONY HOUSE CILA INC","16708 Kimbark Ave","South Holland","Cook","IL","60473","312-741-1818","Community Integrated Living Arrangement Services"
"491","SOUTHEASTERN RESIDENTIAL ALTERNATIVES INC","1424 LOCUST STREET","ELDORADO","Saline","IL","62930","618-273-5927","Community Integrated Living Arrangement Services"
"492","COMMUNITY LIVING OPTIONS, INC","285 S Farnham St","Galesburg","Knox","IL","61401","309-343-1550","Community Integrated Living Arrangement Services"
"493","PINNACLE OPPORTUNITIES, INC","285 S Farnham Road","Galesburg","Knox","IL","61401","309-343-1550","Community Integrated Living Arrangement Services"
"494","PIONEER CONCEPTS INC","285 S. Farnham","Galesburg","Knox","IL","61401","309-343-1550","Community Integrated Living Arrangement Services"
"495","TOPVIEW CORPORATION","16250 Louis Avenue","South Holland","Cook","IL","60473","708-298-8550","Community Integrated Living Arrangement Services"
"496","ACHIEVE DEVELOPMENT ASSOCIATION, INC","5115 Church St, Suite 100","SKOKIE","Cook","IL","60077","847-677 4933","Community Integrated Living Arrangement Services"
"497","VILLA HOUSE INC","1112 Washington St","JOHNSTON CITY","Williamson","IL","62951","618-983 8513","Community Integrated Living Arrangement Services"
"498","COMMUNITY ALTERNATIVES ILL INC","1630 GEORGETOWN RD SUITE 3","TILTON","Vermillion","IL","61846","217-443 4123","Community Integrated Living Arrangement Services"
"499","L'ARCHE CHICAGO","7313 Madison St","Forest Park","Cook","IL","60130","708-660 1600","Community Integrated Living Arrangement Services"
"500","A NEW AGE HUMAN SERVICES CORPORATION","2953 N Nashville Ave","CHICAGO,","Cook","IL","60634","773-237 8793","Community Integrated Living Arrangement Services"
"501","PATHWAY HOUSE INC","P O BOX 207 806 W 10TH","JOHNSTON CITY","Williamson","IL","62951","618-983-8254","Community Integrated Living Arrangement Services"
"502","AMERICAN RESIDENTIAL CARE INC","800 Woodfield Road Suite 117","SCHAUMBURG","Cook","IL","60173","847-327 0400","Community Integrated Living Arrangement Services"
"503","ASSOCIATION FOR THE BETTERMENT OF RETARDED ADULTS (ABRA)","107 N. 4TH St, PO Box 517","SHELDON","Iroquois","IL","60966","815-429 3007","Community Integrated Living Arrangement Services"
"504","ASSOCIATION HOUSE OF CHICAGO","1116 N Kedzie","Chicago","Cook","IL","60651","(773) 772-7170","Community Integrated Living Arrangement Services"
"505","LOCUST STREET RESOURCE CENTER","320 SOUTH LOCUST STREET","CARLINVILLE","Macoupin","IL","62626","217-854 3166","Community Integrated Living Arrangement Services"
"506","BROWNSTONE SERVICES HELPING THOSE IN NEED","236 W 17th St","CHICAGO HEIGHTS","Cook","IL","60411","708-431-1446","Community Integrated Living Arrangement Services"
"507","Anova Healthcare Services","386 Greenbay Ave","Calumet City","Cook","IL","60409","720-655-6111","Community Integrated Living Arrangement Services"
"508","Universal Homes, LLC","PO Box 2209","Calumet City","Cook","IL","60409","773-490-8349","Community Integrated Living Arrangement Services"
"509","HEALTH CARE MANAGEMENT CORPORATION","PO Box 871","SALEM","Marion","IL","62881","618-548 0309","Community Integrated Living Arrangement Services"
"510","PROGRESS MANAGEMENT, INC","1120 NORTH DIVISION","CARTERVILLE","Williamson","IL","62918","618-985 8351","Community Integrated Living Arrangement Services"
"511","CUBBULL INC","P.O. BOX 478 - 121 W Elm Street","CANTON","Fulton","IL","61520","309-224 4093","Community Integrated Living Arrangement Services"
"512","MIDWEST CARE INC D.B.A KIN CARE, INC","4113 N LINCOLN AVE","CHICAGO","Cook","IL","60645","773-975 7777","Community Integrated Living Arrangement Services"
"513","Ohana Community Services, LLC","5124 W North Ave","Chicago","Cook","IL","60639","773-313-6646","Community Integrated Living Arrangement Services"
"514","PILOT HOUSE OF CAIRO, INC","3010 Park Ave","Cairo","Alexander","IL","62914","618-734-9705","Community Integrated Living Arrangement Services"
"515","VILLAGE INN OF COBDEN","PO Box 457","COBDEN","Union","IL","62920","618-893 4222","Community Integrated Living Arrangement Services"
"516","MARION COUNTY HORIZON CENTER","PO BOX 745","SALEM","Marion","IL","62881","618-548 0309","Community Integrated Living Arrangement Services"
"517","MULFORD HOMES INC","7701 KENTON AVE","SKOKIE","Cook","IL","60076","847-568 9500","Community Integrated Living Arrangement Services"
"518","RESIDENTIAL DEVELOPERS INC","4102 Belmont Point","CHAMPAIGN","Champaign","IL","61822","217-398-0754","Community Integrated Living Arrangement Services"
"519","DEVELOPMENTAL FOUNDATIONS INC","4102 Belmont Point","CHAMPAIGN","Champaign","IL","61822","217-398-0754","Community Integrated Living Arrangement Services"
"520","D CARE INCORPORTATED","21816 Olivia Ave","Sauk Village","Cook","IL","60411","708-515-9295","Community Integrated Living Arrangement Services"
"521","CHAMNESS CARE INC","PO BOX 1","JONESBORO","Union","IL","62952","618-833 4774","Community Integrated Living Arrangement Services"
"522","EASTER SEALS JOLIET REGION INC","212 BARNEY DR","JOLIET","Will","IL","60435","815-725 2194","Community Integrated Living Arrangement Services"
"523","BLISS HAVEN INC","1304 Durham St,","Johnston City,","Williamson","IL","62951","(618) 927-5300","Community Integrated Living Arrangement Services"
"524","MILLENNIUM GARDENS","116 N Normandy Dr","Chicago Heights","Cook","IL","60411","708-754-5089","Community Integrated Living Arrangement Services"
"525","Universal Homes, LLC","3473 S KING DR # 133","Chicago","Cook","IL","60628","773-563-0991","Community Integrated Living Arrangement Services"
"526","A+ AUTISM SOLUTIONS","1111 W 14th Place #330","Chicago","Cook","IL","60608","773-371-5691","Community Integrated Living Arrangement Services"
"527","RCAP ENTERPRISES INC","607 N 4th St., Suite A","Chillicothe","Peoria","IL","61523","309-249 3829","Community Integrated Living Arrangement Services"
"528","RAY GRAHAM ASSOCIATION","901 Warrenville Road, Suite 500","LISLE","DuPage","IL","60532","630-620 2222","Community Integrated Living Arrangement Services"
"529","Supporting Community Independence, LLC","1 Polo Grounds Ct","Bethalto","Madison","IL","62010","(618) 806-4344","Community Integrated Living Arrangement Services, Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"530","COMMUNITY WORKSHOP & TRAINING","3215 N UNIVERSITY","PEORIA","Peoria","IL","61604","309-686 3300","Community Living Facility Services"
"531","OPPORTUNITY HOUSE INC","357 N. California St","SYCAMORE","DeKalb","IL","60178","815-895 5108","Community Living Facility Services"
"532","CROSSPOINT HUMAN SERVICES","210 AVENUE C","DANVILLE","Vermilion","IL","61832","217-442 3200","Community Living Facility Services"
"533","U.S. Jaclean, INC.","849 N Church Ct.","Elmhurst","DuPage","IL","60126","(630) 777-8079","Home and Vehicle Modification Services"
"534","Gaston, James","27672 E 2500 North Rd","Emington","Livingston","IL","60934","(815) 674-5557","Home and Vehicle Modification Services"
"535","F E Moran INC Fire Protection","2165 Shermer Rd","Northbrook","Cook","IL","60062","(847) 498-4870","Home and Vehicle Modification Services"
"536","CCM Champaign County Mobility","1508 W Anthony Dr","Champaign","Champaign","IL","61821","(217) 359-5800","Home and Vehicle Modification Services"
"537","S&V Fence and Deck Company","712 E Price St","Eldridge","","IA","52748","(563) 285-4271","Home and Vehicle Modification Services"
"538","101 Mobility - Naperville","1701 Quincy Ave","Naperville","DuPage","IL","60540","(630) 524-0015","Home and Vehicle Modification Services"
"539","Phillips, Keith","523 W Main St","Fairfield","Wayne","IL","62837","dlamp@colemantricounty.org","Home and Vehicle Modification Services"
"540","Assistive Solutions","93R Compark Rd,","Centerville,","Greene","OH","45459","(419) 673-7450","Home and Vehicle Modification Services"
"541","Sherlock Homes Inspection Agency, Inc","224 N Highway 67 St Ste 8","Florissant","","MO","63031","(314) 803-1683","Home and Vehicle Modification Services"
"542","AMS Auto","1340 Cobblestone Way","Woodstock","McHenry","IL","60098","(815) 527-7297","Home and Vehicle Modification Services"
"543","Cluster, Jason","7383 Jerusalem Rd","Edwardsville","Madison","IL","62025","jasoncluster@gmail.com","Home and Vehicle Modification Services"
"544","Express Kitchen and Bath","1850 Borman Ct","Saint Louis","","MO","63146","(877) 664-4565","Home and Vehicle Modification Services"
"545","Illinois Home Solutions of America, Inc.","3410 N Main St","East Peoria","Tazewell","IL","61611","(309) 444-3444","Home and Vehicle Modification Services"
"546","Satterfield, Jonathon","759 E 1650 N","Covington","","IN","47932","(765) 761-7773","Home and Vehicle Modification Services"
"547","Assisted Transportation Systems","238 Development Dr","Columbia","Adair","KY","42728","(270) 384-2220","Home and Vehicle Modification Services"
"548","Tech Electronics INC.","6437 Manchester Ave","Saint Louis","","MO","63139","(314) 645-6200","Home and Vehicle Modification Services"
"549","Kalander Enterprises","921 N Martin Dr,","Palatine","Cook","IL","60067","(847) 991-6330","Home and Vehicle Modification Services"
"550","Promax Construction","141 W Main St","Decatur","Macon","IL","62523","(217) 424-8900","Home and Vehicle Modification Services"
"551","Keller, Greg","338 N OAK ST","Palatine","Cook","IL","60067","gregstileservice@gmail.com","Home and Vehicle Modification Services"
"552","J.J. Swartz Co","2120 N Oakland Ave","Decatur","Macon","IL","62526","(217) 877-2611","Home and Vehicle Modification Services"
"553","Ada Total Access, INC","125 Thunderbird Ln Ste5","East Peoria","Tazewell","IL","61611","(309) 698-9290","Home and Vehicle Modification Services"
"554","Gross Construction","20882 N Birch St","Deerfield","Lake","IL","60015","(847) 420-1220","Home and Vehicle Modification Services"
"555","Kelly, Michael (DBA Mr. Fence)","4911 W Catalpa Ave","Chicago","Cook","IL","60630","(773) 383-3609","Home and Vehicle Modification Services"
"556","Independent Living Solutions","6327 NPulaski Rd","Chicago","COOK","IL","60646","(773) 478-8450","Home and Vehicle Modification Services"
"557","Eagle Windows and Siding","130 Skyway Ct,","East Alton","Madison","IL","62024","(618) 259-2500","Home and Vehicle Modification Services"
"558","Eltron Inc","130 Skyway Ct,","East Alton","Madison","IL","62024","(618) 259-2500","Home and Vehicle Modification Services"
"559","Siegfried, Ricky","3710 6th Ave","East Moline","Rock Island","IL","61244","(309) 631-8381","Home and Vehicle Modification Services"
"560","Sunshine Fence and Deck Company","3710 6th Ave","East Moline","Rock Island","IL","61244","(309) 631-8381","Home and Vehicle Modification Services"
"561","Johnson Controls Fire Protection","686 High Point Ln","East Peoria","Tazewell","IL","61611","(309) 229-2212","Home and Vehicle Modification Services"
"562","101 Mobility - St. Louis","4025 S Old Highway 94 Ste T","Saint Charles","","MO","63304","(636) 447-1414","Home and Vehicle Modification Services"
"563","Strada Multi-Maintenance and Repair","1000 Vandustrial Dr.","Westmont","DuPage","IL","60559","(630) 325-9395","Home and Vehicle Modification Services"
"564","Access Elevator Inc","42 Congress Cir W","Roselle","DuPage","IL","60172","(414) 758-2891","Home and Vehicle Modification Services"
"565","Chicagoland Mobility Services, Ltd.","20340 S White Fence Ct","Frankfort","Will","IL","60423","(708) 972-4911","Home and Vehicle Modification Services"
"566","Rives, John","123 W Washington St","Carlinville","Macoupin","IL","62626","SALLYM@MACMHC.ORG","Home and Vehicle Modification Services"
"567","Scott Steffen Construction, Inc.","2125 Veterans Rd","Morton","Tazewell","IL","61550","(309) 266-6792","Home and Vehicle Modification Services"
"568","Kasper, Rick","13929 Elizabeth Ln","Mokena","Will","IL","60448","rkasper@101mobility.com","Home and Vehicle Modification Services"
"569","Cedar Rustic Fence","99 Republic Ave","Joliet","Will","IL","60435","(815) 741-1635","Home and Vehicle Modification Services"
"570","Fessi, Inc.","2401 S 14th St","Mattoon","Coles","IL","61938","(217) 234-2777","Home and Vehicle Modification Services"
"571","Katelly roofing & contracting","214 Penn St","Streator","LaSalle","IL","61364","gregcravatta@gmail.com","Home and Vehicle Modification Services"
"572","DND Fire Protection Inc","4310 Regency Dr","Glenview","Cook","IL","60025","(847) 759-8872","Home and Vehicle Modification Services"
